0,0.523598775598299,0.785398163397448,1.0471975511966,1.5707963267949,2.0943951023932,2.35619449019234,2.61799387799149,3.14159265358979
1000000,1078000,794000,692000,-79000,-916000,-1133000,-1196000,-1030000
-5700,688000,908000,1047000,1060000,873000,759000,474000,-29200
-200000,4524000,4323000,3086000,201000,-917000,1401000,2853000,119000
