0,0.523598775598299,0.785398163397448,1.0471975511966,1.5707963267949,2.0943951023932,2.35619449019234,2.61799387799149,3.14159265358979
274000,307000,296600,121000,-35000,-186700,-274000,-331000,-243000
-29000,411000,531000,595000,472600,518000,473000,347500,-11300
-540000,2394000,4676000,5461000,-414800,-4368000,-4512000,-3249000,-113000
